complaint_id,ward,area,landmark,category,complaint_text,language,urgency_level,votes,total_complaints_received,status,date_submitted,has_image
MG-00637,KMC-3,Ason,New Road,Street Lighting,KMC-3: Ason road completely dark at night. Multiple light poles not working. Accidents risk very high.,en,2,1,5,New,2025-05-21,No
MG-00638,KMC-17,Satdobato,Satdobato,Garbage/Sanitation,Kachra sankalann gardaina Satdobato ma. Satdobato ko छेउ pile bhairako xa. Urgent help!,ne,2,18,9,New,2025-05-17,No
MG-00639,KMC-13,Tinkune,New Baneshwor,Flooding,Bridge at New Baneshwor gets submerged during monsoon. Alternative route very long. Need height increase.,en,2,10,1,Not Required For Now,2025-11-29,Yes
MG-00640,KMC-8,Kalanki Chowk,Dhalko,Illegal Construction,Unauthorized structure built on public land near Dhalko. Ward office ignoring complaints.,en,2,2,3,Rejected,2025-12-10,Yes
MG-00641,KMC-7,Singha Durbar,Maitighar,Electricity,Power outage in Singha Durbar for 45 hours daily. NEA not giving advance notice. Businesses losing money.,en,2,10,9,New,2025-06-16,No
MG-00642,KMC-18,Teku,Balkhu,Road/Pothole,Road in front of Balkhu is broken with deep holes. Water collects during rain making it worse. Need immediate repair.,en,2,9,18,WIP,2025-09-10,No
MG-00643,KMC-9,Kalimati Bazaar,Kalimati,Illegal Construction,"Building being constructed without permit near Kalimati. No safety barriers, debris falling on road.",en,2,2,12,WorkDone,2025-04-22,No
MG-00644,KMC-30,Shantinagar,Kamalpokhari,Traffic/Signals,Kamalpokhari ko signal timing thik chhaina. Buda manche haru cross garna sakdainan.,ne,2,8,5,WIP,2026-02-19,No
MG-00645,KMC-27,Gokarneshwor,Jorpati,Water/Drainage,"Drainage blocked in Gokarneshwor near Jorpati. Rainwater not draining, road turning into pond. Mosquito breeding.",en,2,0,9,Rejected,2026-03-30,No
MG-00646,KMC-28,Tokha Road,Tokha Road,Garbage/Sanitation,Tokha Road ma kachra collection bhayena 10 din dekhhi. Tokha Road paas foul smell aaucha.,mix,2,6,4,WorkDone,2025-10-10,Yes
MG-00647,KMC-3,New Road Gate,Ason,Illegal Construction,"Building being constructed without permit near Ason. No safety barriers, debris falling on road.",en,3,4,4,WIP,2026-01-07,No
MG-00648,KMC-8,Kalanki,Kalanki Chowk,Street Lighting,"Kalanki Chowk ko streetlamp broken xa, wires expose xa. Electric shock ko risk xa. Emergency fix!",ne,2,2,2,New,2025-10-30,No
MG-00649,KMC-3,New Road Gate,New Road Gate,Road/Pothole,"New Road Gate ko sadak bigreko xa near New Road Gate. Khaldo thulo cha, gadi chalauda danger huncha. Kripaya fix garnus.",ne,1,0,12,New,2025-10-05,Yes
MG-00650,KMC-28,Sukedhara,Suryabinayak,Water/Drainage,"Suryabinayak ko nali overflowing xa. Durganda aaucha, health problem hunchha nearby residents lai.",ne,3,0,4,WIP,2025-09-25,Yes
MG-00651,KMC-28,Suryabinayak,Tokha Road,Public Facilities,"Public toilet near Tokha Road in Suryabinayak is very dirty, broken taps, no water. Commuters suffering daily.",en,1,9,3,Rejected,2025-04-06,Yes
MG-00652,KMC-13,New Baneshwor,Baneshwor,Garbage/Sanitation,Kachra sankalann gardaina New Baneshwor ma. Baneshwor ko छेउ pile bhairako xa. Urgent help!,ne,1,1,9,New,2025-07-28,No
MG-00653,KMC-9,Kalimati Bazaar,Kalimati Bazaar,Illegal Construction,Unauthorized structure built on public land near Kalimati Bazaar. Ward office ignoring complaints.,en,3,0,9,New,2025-04-19,Yes
MG-00654,KMC-22,Hattisar,Battisputali,Road/Pothole,Battisputali najik sadak ma thulo khaldo cha. Motorcycle wala haru lai problem bhairako xa. Urgent repair garnuhos.,ne,2,9,10,New,2025-07-17,Yes
MG-00655,KMC-18,Balkhu,Balkhu Chowk,Street Lighting,Balkhu ma light chhaina raat ma. Balkhu Chowk ko aagadi dark xa. Safety issue urgent xa.,mix,2,11,20,New,2025-06-06,No
MG-00656,KMC-10,Gaushala,Pashupati,Garbage/Sanitation,Kachra sankalann gardaina Gaushala ma. Pashupati ko छेउ pile bhairako xa. Urgent help!,ne,3,3,7,New,2026-03-09,No
MG-00657,KMC-20,Chhauni,Chhauni,Street Lighting,Street lamp near Chhauni is broken and wires are exposed. Electric shock risk. Please repair immediately.,en,1,3,2,New,2025-09-30,Yes
MG-00658,KMC-23,Bagbazar,Putali Sadak,Street Lighting,Bagbazar ma street light 1 hapta dekhhi baliraheko chaina. Raat ma danger xa pedestrian ko lagi.,ne,1,7,4,New,2025-11-12,No
MG-00659,KMC-7,Singha Durbar,Maitighar,Public Facilities,Drinking water tap at Maitighar broken. People waiting in queue but no water available.,en,1,7,5,New,2025-10-01,No
MG-00660,KMC-24,Kalopul,Thapathali,Public Facilities,Park in Kalopul near Thapathali has broken swings and rusted slides. Children getting injured. No maintenance.,en,1,9,1,WIP,2025-05-04,No
MG-00661,KMC-13,Tinkune,New Baneshwor,Water/Drainage,"Drainage blocked in Tinkune near New Baneshwor. Rainwater not draining, road turning into pond. Mosquito breeding.",en,3,1,1,New,2025-09-02,No
MG-00662,KMC-17,Dhobighat,Satdobato,Traffic/Signals,Satdobato ko signal timing thik chhaina. Buda manche haru cross garna sakdainan.,ne,2,4,1,New,2025-11-15,No
MG-00663,KMC-9,Kalimati Bazaar,Kalimati,Flooding,"Kalimati Bazaar near Kalimati floods every rain. Water enters houses, furniture damaged. Need proper drainage.",en,2,13,3,WIP,2025-07-18,No
MG-00664,KMC-25,Gongabu Bus Park,Balaju,Public Facilities,Park in Gongabu Bus Park near Balaju has broken swings and rusted slides. Children getting injured. No maintenance.,en,2,5,3,WIP,2025-04-07,No
MG-00665,KMC-17,Satdobato,Ekantakuna,Public Facilities,"Community hall in Satdobato roof leaking, walls damaged. Not usable for meetings. Please repair before monsoon.",en,1,1,1,Rejected,2025-11-13,No
MG-00666,KMC-18,Balkhu,Teku,Street Lighting,Street lamp near Teku is broken and wires are exposed. Electric shock risk. Please repair immediately.,en,2,23,3,Rejected,2025-06-27,Yes
MG-00667,KMC-9,Kalimati Bazaar,Tripureshwor,Public Facilities,"Community hall in Kalimati Bazaar roof leaking, walls damaged. Not usable for meetings. Please repair before monsoon.",en,1,22,9,Not Required For Now,2025-07-03,No
MG-00668,KMC-7,Bhadrakali,Bhadrakali,Electricity,Frequent tripping of transformer in Bhadrakali. Appliances getting damaged. No response from NEA when called.,en,2,1,3,WIP,2025-08-25,No
MG-00669,KMC-31,Sankhamul,Sankhamul Ghat,Garbage/Sanitation,Sankhamul ma kachra collection bhayena 4 din dekhhi. Sankhamul Ghat paas foul smell aaucha.,mix,2,19,11,New,2025-10-28,Yes
MG-00670,KMC-12,Thamel Chowk,Jyatha,Flooding,Low lying area near Jyatha completely submerged after rain. Residents stranded for 15 hours.,en,2,4,2,WorkDone,2026-01-24,No
MG-00671,KMC-1,Sitapaila,Thankot,Electricity,Illegal electrical connection near Thankot causing overload. Risk of fire. Please inspect and take action.,en,3,6,2,New,2026-02-21,Yes
MG-00672,KMC-1,Thankot,Thankot,Illegal Construction,Encroachment on footpath near Thankot by Thankot shop. Pedestrians forced to walk on road.,en,2,5,6,New,2025-08-02,Yes
MG-00673,KMC-4,Freak Street,Freak Street,Public Facilities,"Bus stop at Freak Street near Freak Street has no roof, broken benches. Passengers standing in sun and rain.",en,1,2,14,New,2025-12-11,Yes
MG-00674,KMC-28,Sukedhara,Suryabinayak,Traffic/Signals,Sukedhara crossroad ma signal nai chhaina. Suryabinayak najik accidents ko risk xa.,mix,2,8,8,New,2026-02-07,Yes
MG-00675,KMC-19,Teku,Tripureshwor,Flooding,KMC-19: Flooding in Teku is annual problem. No permanent solution being implemented.,en,3,6,7,WIP,2025-06-01,Yes
MG-00676,KMC-28,Suryabinayak,Tokha Road,Public Facilities,"Bus stop at Suryabinayak near Tokha Road has no roof, broken benches. Passengers standing in sun and rain.",en,1,4,5,WorkDone,2025-04-05,No
MG-00677,KMC-1,Thankot,Sitapaila,Garbage/Sanitation,Thankot thito garnus. Sitapaila paas ma kachra dherai xa. Kids le fohori ma khel racha.,ne,2,10,3,New,2025-08-29,No
MG-00678,KMC-18,Balkhu,Balkhu,Traffic/Signals,Signal timing at Balkhu is too short for pedestrians to cross safely. Elderly people at risk.,en,2,3,10,WorkDone,2025-10-16,Yes
MG-00679,KMC-16,Jawalakhel,Jawalakhel,Illegal Construction,Unauthorized structure built on public land near Jawalakhel. Ward office ignoring complaints.,en,2,5,8,WorkDone,2025-12-05,No
MG-00680,KMC-14,Koteshwor,Koteshwor Chowk,Illegal Construction,Unauthorized structure built on public land near Koteshwor Chowk. Ward office ignoring complaints.,en,3,2,3,WIP,2025-06-26,No
MG-00681,KMC-27,Jorpati,Jorpati,Street Lighting,"Street lights in Jorpati not working for 3 weeks. Pedestrians in danger at night, theft cases increasing.",en,2,0,6,New,2026-02-09,No
MG-00682,KMC-5,Prime School,Lazimpat Chowk,Garbage/Sanitation,"Garbage not collected for 7 days in Prime School near Lazimpat Chowk. Smell unbearable, stray dogs spreading waste everywhere.",en,1,0,14,New,2026-01-01,No
MG-00683,KMC-9,Tripureshwor,Tripureshwor,Public Facilities,Drinking water tap at Tripureshwor broken. People waiting in queue but no water available.,en,3,7,2,New,2025-05-11,Yes
MG-00684,KMC-12,Jyatha,Thamel,Road/Pothole,Thamel najik sadak ma thulo khaldo cha. Motorcycle wala haru lai problem bhairako xa. Urgent repair garnuhos.,ne,3,4,7,Rejected,2025-11-16,No
MG-00685,KMC-25,Gongabu,Balaju,Street Lighting,Balaju najik lights off xa. Dark area ma theft cases bhadairako xa. Please fix garnus.,ne,1,9,20,WorkDone,2025-04-15,No
MG-00686,KMC-21,Naxal,Naxal,Electricity,Illegal electrical connection near Naxal causing overload. Risk of fire. Please inspect and take action.,en,2,1,1,New,2025-05-31,No
MG-00687,KMC-22,Naxal,Naxal,Public Facilities,Park in Naxal near Naxal has broken swings and rusted slides. Children getting injured. No maintenance.,en,2,9,4,WIP,2025-05-13,No
MG-00688,KMC-16,Jawalakhel,Kumaripati,Flooding,Bridge at Kumaripati gets submerged during monsoon. Alternative route very long. Need height increase.,en,1,0,1,Not Required For Now,2025-11-11,No
MG-00689,KMC-13,New Baneshwor,New Baneshwor,Traffic/Signals,Signal timing at New Baneshwor is too short for pedestrians to cross safely. Elderly people at risk.,en,3,4,5,New,2025-09-21,No
MG-00690,KMC-3,Indra Chowk,Ason,Garbage/Sanitation,Indra Chowk ma kachra collection bhayena 3 din dekhhi. Ason paas foul smell aaucha.,mix,3,10,3,Not Required For Now,2025-07-22,No
MG-00691,KMC-22,Hattisar,Naxal,Traffic/Signals,Road divider broken near Naxal. Vehicles crossing to wrong lane. Please put barriers immediately.,en,3,9,8,New,2025-05-27,No
MG-00692,KMC-10,Pashupati Temple,Pashupati,Road/Pothole,Road in front of Pashupati is broken with deep holes. Water collects during rain making it worse. Need immediate repair.,en,2,4,5,New,2025-11-12,No
MG-00693,KMC-23,Mahaboudha,Mahaboudha,Garbage/Sanitation,Mahaboudha ma kachra collection bhayena 9 din dekhhi. Mahaboudha paas foul smell aaucha.,mix,3,3,1,Not Required For Now,2025-07-29,Yes
MG-00694,KMC-19,Teku,Teku,Flooding,Low lying area near Teku completely submerged after rain. Residents stranded for 71 hours.,en,3,20,3,WIP,2025-07-19,No
MG-00695,KMC-3,New Road,Ason,Illegal Construction,Illegal construction blocking public road near Ason in New Road. Emergency vehicles cannot pass.,en,2,5,2,New,2025-08-11,No
MG-00696,KMC-23,Putali Sadak,Putali Sadak,Illegal Construction,Unauthorized structure built on public land near Putali Sadak. Ward office ignoring complaints.,en,2,16,14,New,2025-10-18,Yes
MG-00697,KMC-22,Battisputali,Hattisar,Street Lighting,Street lights off xa Battisputali ma since 8 weeks. Hattisar najik very dangerous xa.,mix,2,5,5,WIP,2025-10-23,No
MG-00698,KMC-25,Gongabu,Gongabu Bus Park,Electricity,Illegal electrical connection near Gongabu Bus Park causing overload. Risk of fire. Please inspect and take action.,en,3,20,9,New,2026-01-04,Yes
MG-00699,KMC-5,Prime School,Prime School,Water/Drainage,"Water leakage from main pipe at Prime School. Water wasted daily, road always wet causing traffic problems.",en,2,2,1,Rejected,2025-08-28,No
MG-00700,KMC-20,Swayambhu,Swayambhu,Traffic/Signals,"Swayambhu crossroad ma traffic management chhaina. Police dekhindaina, vehicle ulto bato hlincha.",ne,3,3,13,WorkDone,2025-06-21,No
MG-00701,KMC-13,Baneshwor,Tinkune,Flooding,Bridge at Tinkune gets submerged during monsoon. Alternative route very long. Need height increase.,en,1,15,8,Rejected,2026-02-05,No
MG-00702,KMC-27,Gokarneshwor,Kapan,Road/Pothole,"KMC-27, Gokarneshwor: Road ma hole hole cha. Bachha haru school janey bela risk huncha.",ne,1,9,7,WIP,2026-01-09,No
MG-00703,KMC-14,Koteshwor Chowk,Koteshwor,Street Lighting,Koteshwor Chowk ma light chhaina raat ma. Koteshwor ko aagadi dark xa. Safety issue urgent xa.,mix,1,15,4,WIP,2025-05-07,No
MG-00704,KMC-27,Gokarneshwor,Gokarneshwor,Traffic/Signals,Gokarneshwor ma traffic chaos xa broken signal le garda. Bihano 8-10 baje jam hunchha.,ne,1,1,6,New,2025-06-04,Yes
MG-00705,KMC-28,Sukedhara,Sukedhara,Electricity,Frequent tripping of transformer in Sukedhara. Appliances getting damaged. No response from NEA when called.,en,1,0,2,WIP,2025-05-20,No
MG-00706,KMC-7,Bhadrakali,Singha Durbar,Illegal Construction,Road being dug for private pipe laying near Singha Durbar without permission. No restoration plan.,en,1,10,13,New,2025-08-07,No
MG-00707,KMC-23,Putali Sadak,Putali Sadak,Electricity,Power outage in Putali Sadak for 70 hours daily. NEA not giving advance notice. Businesses losing money.,en,1,14,10,WorkDone,2025-09-04,No
MG-00708,KMC-1,Thankot Chowk,Thankot,Road/Pothole,"Thankot Chowk road near Thankot has deep potholes. Vehicles getting damaged, motorcycles slipping. Please fix urgently.",en,3,6,3,Not Required For Now,2025-08-27,Yes
MG-00709,KMC-26,Balaju,Machapokhari,Electricity,Power outage in Balaju for 55 hours daily. NEA not giving advance notice. Businesses losing money.,en,3,1,9,New,2025-12-07,Yes
MG-00710,KMC-9,Tripureshwor,Kalimati,Flooding,Storm drain near Kalimati choked with plastic. Heavy rain causes immediate flooding in Tripureshwor.,en,3,1,1,WIP,2025-05-18,No
MG-00711,KMC-10,Pashupati,Pashupati,Flooding,Storm drain near Pashupati choked with plastic. Heavy rain causes immediate flooding in Pashupati.,en,2,10,4,WIP,2025-12-12,Yes
MG-00712,KMC-16,Pulchowk,Jawalakhel,Public Facilities,"Public toilet near Jawalakhel in Pulchowk is very dirty, broken taps, no water. Commuters suffering daily.",en,2,6,4,New,2025-06-03,Yes
MG-00713,KMC-10,Chabahil,Chabahil,Garbage/Sanitation,Overflowing dustbin at Chabahil in Chabahil. Rats and crows spreading garbage on road. Urgent cleaning needed.,en,3,1,4,WorkDone,2025-09-05,Yes
MG-00714,KMC-5,Lazimpat,Lazimpat Chowk,Electricity,Illegal electrical connection near Lazimpat Chowk causing overload. Risk of fire. Please inspect and take action.,en,1,0,6,WIP,2025-05-29,No
MG-00715,KMC-8,Kalanki,Kalanki,Noise Pollution,Loudspeaker at Kalanki from early morning. Religious event going on for weeks without permission check.,en,2,17,10,New,2026-03-24,No
MG-00716,KMC-10,Gaushala,Chabahil,Water/Drainage,"Open drain in Gaushala overflowing near Chabahil. Sewage smell unbearable, health risk for nearby residents.",en,1,8,5,New,2025-12-23,No
MG-00717,KMC-23,Bagbazar,Bagbazar,Public Facilities,Drinking water tap at Bagbazar broken. People waiting in queue but no water available.,en,3,17,6,New,2025-11-12,No
MG-00718,KMC-7,Bhadrakali,Bhadrakali,Public Facilities,Park in Bhadrakali near Bhadrakali has broken swings and rusted slides. Children getting injured. No maintenance.,en,3,3,6,WIP,2025-05-29,No
MG-00719,KMC-13,Tinkune,New Baneshwor,Traffic/Signals,Tinkune crossroad ma signal nai chhaina. New Baneshwor najik accidents ko risk xa.,mix,3,21,19,WIP,2025-05-30,No
MG-00720,KMC-23,Putali Sadak,Mahaboudha,Water/Drainage,KMC-23: Water supply not regular in Putali Sadak. We get water only 8 days per week. Please fix the pipe.,en,2,0,6,New,2025-10-26,Yes
MG-00721,KMC-21,Naxal,Dallu,Traffic/Signals,KMC-21: Naxal traffic chaos due to broken signals. Morning rush hour gridlock from 8-10 AM.,en,2,3,7,WIP,2026-02-11,No
MG-00722,KMC-5,Lazimpat Chowk,Lazimpat Chowk,Electricity,Illegal electrical connection near Lazimpat Chowk causing overload. Risk of fire. Please inspect and take action.,en,1,10,2,Not Required For Now,2025-09-01,Yes
MG-00723,KMC-29,Bansbari,Lazimpat Upper,Traffic/Signals,Lazimpat Upper ko traffic signal broken xa. Bansbari ma rush hour ma jam hunchha daily.,mix,1,6,1,Rejected,2025-11-10,Yes
MG-00724,KMC-26,Balaju,Machapokhari,Illegal Construction,Illegal construction blocking public road near Machapokhari in Balaju. Emergency vehicles cannot pass.,en,2,11,10,New,2025-10-09,No
MG-00725,KMC-21,Dallu Chowk,Naxal,Road/Pothole,Naxal najik sadak ma thulo khaldo cha. Motorcycle wala haru lai problem bhairako xa. Urgent repair garnuhos.,ne,3,22,14,New,2025-05-23,Yes
MG-00726,KMC-15,Sinamangal,Sinamangal,Garbage/Sanitation,Overflowing dustbin at Sinamangal in Sinamangal. Rats and crows spreading garbage on road. Urgent cleaning needed.,en,1,1,9,Not Required For Now,2025-04-17,No
MG-00727,KMC-17,Ekantakuna,Ekantakuna,Road/Pothole,Pothole near Ekantakuna caused my motorcycle to fall. Several accidents happening at same spot. Very dangerous.,en,2,10,9,WIP,2026-01-24,No
MG-00728,KMC-8,Dhalko,Kalanki,Garbage/Sanitation,Kachra sankalann gardaina Dhalko ma. Kalanki ko छेउ pile bhairako xa. Urgent help!,ne,2,5,9,New,2025-07-31,Yes
MG-00729,KMC-17,Satdobato,Dhobighat,Water/Drainage,"Satdobato ma paani aaudaina ni. Dhobighat ko pipe burst bhayo, sadak flooded xa. Help garnuhos.",ne,1,4,1,WIP,2025-08-08,No
MG-00730,KMC-13,New Baneshwor,Baneshwor,Traffic/Signals,KMC-13: New Baneshwor traffic chaos due to broken signals. Morning rush hour gridlock from 8-10 AM.,en,2,12,3,New,2025-09-30,No
MG-00731,KMC-29,Lazimpat Upper,Lazimpat Upper,Street Lighting,Lazimpat Upper najik lights off xa. Dark area ma theft cases bhadairako xa. Please fix garnus.,ne,2,7,21,New,2025-08-11,No
MG-00732,KMC-8,Dhalko,Dhalko,Noise Pollution,Loud music from Dhalko party hall near Dhalko until late night. Children and elderly suffering.,en,2,4,2,Rejected,2026-02-20,No
MG-00733,KMC-14,Koteshwor,Koteshwor Chowk,Illegal Construction,Unauthorized structure built on public land near Koteshwor Chowk. Ward office ignoring complaints.,en,1,0,12,Rejected,2025-12-26,Yes
MG-00734,KMC-26,Balaju,Machapokhari,Public Facilities,"Bus stop at Balaju near Machapokhari has no roof, broken benches. Passengers standing in sun and rain.",en,1,0,2,New,2026-03-08,No
